,index,uniqueId,title,price,productDescription,productImage,availability,name,catlevel1Name,catlevel2Name,combined_value
61,61,07198861C,mid rise cozy fleece ripped jean leggings,79.9,"The cozy comfort you need in the winter with the denim style you want. Get these mid rise, fleece-lined leggings with edgy rips and a medium wash for all your casual cold-weather looks.","https://images.express.com/is/image/expressfashion/0091_07198861_0019?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,mid rise cozy fleece ripped jean leggings,women,Clearance  Women,mid rise cozy fleece ripped jean leggings
62,62,80002274,casery green & gold agate iphone case,32.0,"Whether it's a night out on the town or your next formal meeting, break away from the herd. You've earned your stripes.","https://images.express.com/is/image/expressfashion/0330_80002274_3028?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,casery green & gold agate iphone case,women,Labels We Love ,casery green & gold agate iphone case
63,63,80002394,tess + tricia gold lock bracelet,50.0,This lock bracelet is a top trending look right now highlighting the latest fashion of menswear chains and locks.,"https://images.express.com/is/image/expressfashion/0308_80002394_3043?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,tess + tricia gold lock bracelet,women,Labels We Love ,tess + tricia gold lock bracelet
64,64,80001131,brooklyn cloth distressed denim trucker jacket,50.0,"An iconic layer to rock year round. Throw this denim jacket on over your favorite top to complete any look. The jacket has a worn in relaxed feel with a full metal button front, sits at the waist two side pockets and modern fit.","https://images.express.com/is/image/expressfashion/0337_80001131_3012?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,brooklyn cloth distressed denim trucker jacket,men,Labels We Love,brooklyn cloth distressed denim trucker jacket
65,65,80002221,endless rose leopard print lace cami,50.0,"Wear this leopard lace cami out to brunch with your favorite girls, or to a romantic dinner. Pair this top tucked in with denim and your choice of shoes.","https://images.express.com/is/image/expressfashion/0387_80002221_3025?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,endless rose leopard print lace cami,women,Tops,endless rose leopard print lace cami
66,66,05874945C,high waisted denim perfect double roll bermuda jean shorts,59.9,"Perfect for those warm nights ahead, these dark wash jean bermuda shorts can be paired with a tank, tee or tube top. With stretch+ Denim Perfect shaping fabric, these are an easy choice before heading out.","https://images.express.com/is/image/expressfashion/0076_05874945_0020?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,high waisted denim perfect double roll bermuda jean shorts,women,Clearance  Women,high waisted denim perfect double roll bermuda jean shorts
67,67,04801238,green two-sided graphic long sleeve t-shirt,39.9,"Kick back in casual style with this modern graphic crew neck tee, made from pure, comfortable cotton with long sleeves.","https://images.express.com/is/image/expressfashion/0023_04801238_0625?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,green two-sided graphic long sleeve t-shirt,men,Tops,green two-sided graphic long sleeve t-shirt
68,68,05051953,slim supersoft crew neck t-shirt,24.9,"Your favorite casual tee now amped up with an unbelievably soft fit and feel. The classic crew neck and hue make it extremely versatile, so get ready to enjoy this one's all-day comfort all year long.","https://images.express.com/is/image/expressfashion/0036_05051953_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,slim supersoft crew neck t-shirt,men,Underwear & Lounge,slim supersoft crew neck t-shirt
69,69,00310194,dolce vita zyda sandals,125.0,"Like ice cream on a hot day. Zyda's mid-heel silhouette is a breath of fresh air - in a range of ultra-versatile neutrals and candy-coated new colors, she's springtime epitomized.","https://images.express.com/is/image/expressfashion/0095_00310194_0003?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,dolce vita zyda sandals,women,New Arrivals,dolce vita zyda sandals
70,70,00284507,slim denim band collar pocket shirt,59.9,Bring the denim to your top half with this handsome button-up pocket shirt with a stand collar and lightweight fabric. This pairs nicely with chinos or light wash jeans.,"https://images.express.com/is/image/expressfashion/0020_00284507_0019?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,slim denim band collar pocket shirt,men,Tops,slim denim band collar pocket shirt
71,71,07451112,mid rise houndstooth columnist side buckle ankle pant,79.9,Our slimming Columnist dress pant offers structure with a bit of stretch to keep you moving easily all day long. Pair our chic side tab houndstooth take with your favorite blouses.,"https://images.express.com/is/image/expressfashion/0092_07451112_0015?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,mid rise houndstooth columnist side buckle ankle pant,women,Work,mid rise houndstooth columnist side buckle ankle pant
72,72,80000895,"realher ""eye am beautiful"" mascara",18.0,"Italian-made in the blackest of blacks, our Eye Am Beautiful Mascara provides a lash extending and volumizing effect. With an oversized brush, treat your lashes with more volume, length, and strength.","https://images.express.com/is/image/expressfashion/0344_80000895_3000?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,"realher ""eye am beautiful"" mascara",women,Accessories,"realher ""eye am beautiful"" mascara"
73,73,06686081,crew neck long sleeve thong bodysuit,49.9,"This stay-put bodysuit features silky fabric, long sleeves and secure snap closures. We love it paired with high waisted bottoms and more.","https://images.express.com/is/image/expressfashion/0075_06686081_0015?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,crew neck long sleeve thong bodysuit,women,Tops,crew neck long sleeve thong bodysuit
74,74,01695028,classic floral short sleeve button-down shirt,49.9,"Keep it cool and casual in this classic fit shirt, designed with a sharp point collar, bold floral print and comfortable cotton. Laid back looks never felt so easy.","https://images.express.com/is/image/expressfashion/0020_01695028_1056?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,classic floral short sleeve button-down shirt,men,Tops,classic floral short sleeve button-down shirt
75,75,09393825C,slim burgundy paisley jacquard tuxedo jacket,248.0,"Step out in polished, paisley style. This eye-catching tuxedo jacket promises all eyes on you with its expertly tailored fit, bold jacquard design and shiny satin lapels. Bring on your best event look yet.","https://images.express.com/is/image/expressfashion/0027_09393825_0885?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,slim burgundy paisley jacquard tuxedo jacket,men,Clearance Men,slim burgundy paisley jacquard tuxedo jacket
76,76,00310197,steve madden vala pumps,101.95,"Shiny, sharp and seductive! The Vala pump from featured brand Steve Madden delivers all of the above, featuring a tall stiletto heel, pointed toe and spiked surface.","https://images.express.com/is/image/expressfashion/0095_00310197_0363?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,steve madden vala pumps,women,Labels We Love ,steve madden vala pumps
77,77,07924359,asymmetrical tiered ruffle shift dress,79.9,A flowy shift fit and asymmetrical design give this tiered dress a fun and a flirty look. Don't forget about a new outfit for that upcoming event - this one is calling your name.,"https://images.express.com/is/image/expressfashion/0094_07924359_2259?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,asymmetrical tiered ruffle shift dress,women,Dresses,asymmetrical tiered ruffle shift dress
78,78,02811290,moon graphic t-shirt,29.9,"With front and back graphics and a pure cotton construction, this t-shirt is ready to take on the day in style.","https://images.express.com/is/image/expressfashion/0023_02811290_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,moon graphic t-shirt,men,Tops,moon graphic t-shirt
79,79,04809113,new york knicks NBA heavyweight foil graphic hooded t-shirt,59.9,Make it NBA official. Rep your team in style with this heavyweight New York Knicks hoodie in a foil graphic.,"https://images.express.com/is/image/expressfashion/0023_04809113_0010?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,new york knicks NBA heavyweight foil graphic hooded t-shirt,men,Express x NBA,new york knicks NBA heavyweight foil graphic hooded t-shirt
80,80,08655391C,satin wrap front side buckle top,49.9,"Ready for a day or night on the town, this shiny satin wrap front top features a chic side buckle and flowy three quarter length dolman sleeves. Pair it with your high waisted denim, skirts and more.","https://images.express.com/is/image/expressfashion/0097_08655391_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,satin wrap front side buckle top,women,Clearance  Women,satin wrap front side buckle top
81,81,06004562C,double jacquard merino wool-blend scarf,54.9,Stay warm and fashionable in cold weather with this scarf that features a supersoft merino wool blend and a double jacquard design.,"https://images.express.com/is/image/expressfashion/0034_06004562_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,double jacquard merino wool-blend scarf,men,Clearance Men,double jacquard merino wool-blend scarf
82,82,07924483,snakeskin print v-neck slip dress,79.9,"You're ready for anything in this snakeskin slip dress that features strappy accents, a v-neck and smooth, slimming fabric.","https://images.express.com/is/image/expressfashion/0094_07924483_0031?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,snakeskin print v-neck slip dress,women,Petite Clothing,snakeskin print v-neck slip dress
83,83,80001804,deny designs line mandala throw pillow,49.0,The Deny throw pillow is fluffy and nap-ready. Featuring vibrant art on the front and back. Use various sizes to add depth to a couch or bed. And the best part? Every purchase pays the artist who designed it- supporting creativity worldwide.,"https://images.express.com/is/image/expressfashion/0349_80001804_3040?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,deny designs line mandala throw pillow,women,Labels We Love ,deny designs line mandala throw pillow
84,84,06776020,rolled sleeve knit boyfriend blazer,108.0,This knit boyfriend blazer boosts your confidence and style for boardroom meetings and after-hour meet-ups. Rolled sleeves look sharp and sophisticated all day and night.,"https://images.express.com/is/image/expressfashion/0078_06776020_0029?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,rolled sleeve knit boyfriend blazer,women,Jackets & Coats,rolled sleeve knit boyfriend blazer
85,85,00768906,set of three color hoop earrings,24.9,"Sleek, shiny material and bold hoop shape make these earrings a dazzling addition to your look.","https://images.express.com/is/image/expressfashion/0008_00768906_0499?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,set of three color hoop earrings,women,Jewelry,set of three color hoop earrings
86,86,06665717,smocked collar v-neck top,49.9,"Add texture and dimension to your work and weekend attire with our smocked collar top, featuring sheer sleeves, a v-neck and a banded hem that keeps your polished look in place.","https://images.express.com/is/image/expressfashion/0075_06665717_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,smocked collar v-neck top,women,Tops,smocked collar v-neck top
87,87,05875308,high waisted dark wash raw hem jean shorts,54.9,A sleek and versatile short made from a dark wash denim with just enough stretch. The high rise fit makes it easy to tuck in all of your tees and tanks this season.,"https://images.express.com/is/image/expressfashion/0076_05875308_0020?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,high waisted dark wash raw hem jean shorts,women,New Arrivals,high waisted dark wash raw hem jean shorts
88,88,04373071,slim olive green cotton blend stretch suit jacket,228.0,"A unique shade for every suit lover, now in crisp, all-season cotton blend that's been tailored to keep you looking clean and trim. Pair with the matching pant for a crisp complete suit.","https://images.express.com/is/image/expressfashion/0039_04373071_0625?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,slim olive green cotton blend stretch suit jacket,men,Suiting,slim olive green cotton blend stretch suit jacket
89,89,07441138,high waisted tweed flare pant,79.9,Work pants never looked so chic. Get this supersoft tweed pair designed with a high rise and flare leg. They go great with black heels.,"https://images.express.com/is/image/expressfashion/0092_07441138_0013?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,high waisted tweed flare pant,women,Work,high waisted tweed flare pant
